doc_id,topic,text
1206,support,case account account case resolution client critical task client service data client current error service time task help request
1207,sales,checkout message analysis market product cart message platform time product offer invoice product session primary order task value targeted customer user external payment product offer checkout platform discount central analysis daily regional price brand product payment current customer regional
1208,security,daily phishing breach primary phishing attack analysis policy certificate phishing login internal token internal firewall message external certificate malware malware event phishing message incident blocked breach
1209,analytics,platform report result experiment vector session model segment targeted segment pattern critical team manual team user time feature query score user
1210,support,help client support response data central team regional client current update problem result support task value daily response value request message ticket reset ticket process ticket problem platform device record issue device issue client current account case system external resolution
1211,support,central support primary problem issue service support update regional device client resolution event session request updated device issue ticket manual ticket error reset
1212,analytics,targeted automatic segment current process variance model forecast report team data task signal signal model forecast trend experiment task forecast
1213,support,critical resolution update central ticket device client platform screen event issue user device client update account screen reset help issue request internal service account screen device data
1214,analytics,regional feature cluster task dataset score dataset report measure message value score primary observed session pattern forecast feature forecast dataset session metric feature feature model report
1215,security,current token alert auth token risk regional blocked central result record firewall manual blocked risk login incident risk firewall firewall data url domain blacklist
1216,support,request platform external client case issue current automatic analysis result account issue client device client problem device support manual case request team issue ticket error reset
1217,support,data error error error reset ticket record updated data issue help reset automatic session reset request device automatic help user case message time critical case time user problem
1218,security,certificate external manual login system blocked blocked spam domain daily threat certificate alert session value malware auth auth auth
1219,security,certificate automatic targeted certificate central spam spam alert suspicious task certificate message daily firewall targeted attack event blocked record manual certificate blocked critical automatic
1220,security,external record analysis malware central result domain firewall message phishing record team risk domain internal policy session blocked platform automatic token alert certificate firewall task blocked firewall risk malware blocked domain malware session attack token
1221,analytics,trend updated experiment segment experiment feature record data segment primary cluster measure model pattern model system dataset variance daily analysis manual signal experiment feature model report
1222,sales,promo task checkout value cart delivery cart order team discount data user review current basket daily brand basket price offer updated updated user promo
1223,analytics,external time team experiment feature metric pattern measure measure measure segment feature result pattern value dataset score platform updated report pattern pattern user signal measure value experiment report feature model report
1224,support,screen issue response reset value ticket device manual daily system install error data help event updated error external help system update targeted resolution support reset service task data observed reset observed resolution reset update team event automatic automatic client
1225,support,resolution help screen resolution service client time resolution request task ticket observed error automatic client case event session install central response issue client issue current case current request record response help regional response response record process help request external
1226,support,service targeted help support problem device device device value issue case help user message help request current daily request screen regional process session message request install service primary value session observed user value result data response case install
1227,sales,targeted basket event updated review session payment customer analysis offer invoice market discount order regional delivery checkout price user
1228,support,resolution response case automatic screen primary screen external update update resolution team analysis manual screen task resolution value account request update error critical internal reset time error case user request client response install session internal
1229,support,task issue message external updated install user support resolution observed resolution resolution targeted error process account error support session client message response update time message client task internal ticket error reset
1230,analytics,external forecast signal experiment feature cluster metric data experiment dataset value experiment report system segment vector user system vector report pattern event internal message metric dataset record pipeline record session measure team value cluster feature model report
1231,analytics,trend dataset experiment forecast cluster measure central measure pattern query vector pattern platform record score pipeline pipeline record
1232,analytics,vector team time variance score model query variance model cluster vector dataset metric value experiment time session forecast user forecast external system signal feature user experiment feature record critical trend pipeline data external report pipeline metric team report query experiment
1233,security,attack auth auth suspicious policy platform session attack automatic domain token current record firewall analysis alert breach message time alert spam malware session login malware process blocked session attack risk spam domain url domain blacklist
1234,security,daily analysis result external breach attack system attack firewall auth token process malware external certificate firewall blocked login token firewall suspicious platform incident suspicious manual
1235,sales,manual price system time brand event value task offer market shop team offer analysis event campaign promo central delivery value daily event platform process team payment task basket checkout delivery critical campaign targeted time market payment promo internal checkout cart offer
1236,security,risk team policy user auth record event domain analysis value auth phishing auth suspicious message malware team firewall value event breach user domain risk suspicious risk malware domain threat risk targeted login
1237,analytics,trend forecast regional segment pattern critical variance pattern value vector vector updated score forecast time dataset cluster user report model process score session vector user analysis current segment variance query variance feature model report
1238,support,screen support client problem issue manual primary manual device account system ticket platform screen automatic issue account support help device reset error problem record
1239,analytics,variance trend record query cluster score data metric current critical current result pattern signal time model vector critical task metric result measure signal dataset critical manual user segment system updated team task session feature forecast targeted pattern experiment central
1240,analytics,metric feature observed system trend experiment metric feature measure query automatic internal segment variance pipeline record segment query analysis message query task measure record
1241,security,spam daily alert blocked malware spam malware risk message daily primary blocked user threat policy team malware malware data process user message incident observed targeted certificate threat auth central threat current domain risk malware phishing current malware breach spam malware regional
1242,security,result suspicious system incident analysis login alert incident suspicious regional platform external domain user user certificate firewall login auth firewall critical token certificate event updated incident task blocked incident token observed daily login central breach analysis message targeted
1243,security,attack critical domain certificate spam attack token blocked malware firewall process malware suspicious breach regional spam time message threat record daily incident message policy message malware breach automatic risk auth risk external url domain blacklist
1244,analytics,process time record record observed data analysis feature team segment measure trend internal trend model cluster query process cluster
1245,security,incident auth internal external token login malware certificate alert alert firewall platform system spam malware targeted observed auth spam auth time session token central firewall domain session breach policy domain url domain blacklist
1246,analytics,cluster updated process dataset system pattern time platform feature vector result message pattern analysis signal result updated score
1247,security,malware data result targeted manual auth suspicious attack domain platform current policy result result login phishing time policy targeted malware attack analysis attack risk risk suspicious threat task daily attack daily auth record attack breach url domain blacklist
1248,analytics,primary variance analysis experiment cluster message measure query vector automatic team value process forecast central score data trend dataset team measure pattern team
1249,support,service internal help external daily primary request team response client ticket manual screen problem reset current resolution case request record error automatic user platform record event manual issue response analysis client time value update observed client targeted record
1250,security,event login incident incident session daily regional value domain breach suspicious policy token malware domain record internal certificate auth threat session token attack blocked incident critical incident policy url domain blacklist
1251,analytics,trend query vector updated system targeted current measure trend analysis variance result regional segment query query query report vector metric score segment platform metric primary message measure model dataset regional signal primary analysis central record feature daily segment score metric
1252,analytics,result trend model feature pattern variance process session value task model variance signal user value trend variance regional variance vector critical regional segment forecast record signal time score feature model report
1253,sales,payment checkout record checkout session message event time customer user external analysis market market basket payment brand invoice platform basket customer manual payment invoice session discount platform message user primary
1254,support,user resolution error current system ticket targeted account time record task central platform request resolution service record analysis account regional manual support targeted device device reset update event issue response resolution case issue primary reset support reset help
1255,support,response request screen targeted case observed issue install error data central data request resolution central reset issue support response reset reset client case updated task help error result internal problem update
1256,sales,system product promo system current product promo invoice time invoice product brand event payment regional discount manual event user campaign promo central discount offer invoice offer offer primary brand delivery promo targeted session cart cart checkout product
1257,support,help case service error device ticket message screen internal value ticket record support account ticket internal error manual request install update resolution support service platform screen user critical update task error response time record message targeted account process primary ticket error reset
1258,analytics,metric metric task pattern feature experiment score analysis pattern experiment forecast report regional forecast result measure event vector score
1259,sales,offer daily critical discount record order offer price brand checkout observed discount cart platform manual event daily platform brand message checkout invoice automatic offer critical price process offer market review result automatic customer time review product
1260,support,error result reset record update account case problem request help automatic client central account issue session screen issue internal case device session account analysis account screen central event response problem update service ticket error reset
1261,sales,customer internal current basket product brand platform customer message product product price event message result cart user cart offer product automatic invoice market updated basket brand invoice customer customer product discount
1262,security,incident team external record platform external domain value event malware record phishing observed event policy certificate regional current external blocked result blocked login phishing malware domain attack breach auth value system risk url domain blacklist
1263,support,problem issue account internal regional team critical account daily response resolution resolution regional request primary help team updated ticket error reset
1264,analytics,measure user daily observed dataset message metric variance platform team observed central segment record user trend report record feature model metric data central manual observed feature model report
1265,sales,analysis market delivery payment market message brand basket offer message brand promo order daily observed payment customer team brand promo team user review process time campaign result customer time record platform product updated internal review offer customer product discount
1266,security,firewall incident automatic session auth login event user internal current auth event malware session alert suspicious incident user
1267,security,phishing automatic targeted analysis certificate automatic blocked automatic spam alert spam incident risk event phishing domain firewall external record malware breach observed risk process domain current auth login value domain internal regional
1268,analytics,observed experiment cluster process automatic variance vector signal measure record data score trend forecast cluster record data cluster forecast session variance analysis pipeline measure session measure model observed experiment query dataset report model automatic
1269,sales,discount system message payment cart automatic brand record message basket checkout product user observed promo external offer offer customer system promo message updated product shop event message campaign offer checkout delivery cart task cart event price system targeted delivery shop
1270,support,support updated observed problem event current internal install service result message device central response resolution issue reset time manual targeted analysis client ticket case regional response issue user record issue reset issue manual error ticket error reset
1271,sales,market internal offer daily shop order task offer brand basket payment brand product shop price brand delivery cart data offer discount discount cart customer market updated promo data checkout promo review market event promo event shop value price event critical customer product discount
1272,analytics,model task current query process report pipeline task analysis metric metric model signal dataset value process trend score model data report critical report pattern dataset report variance signal model trend pattern model daily pattern feature feature model report
1273,support,problem help process resolution support user issue update issue problem central problem install process central device response update platform case resolution service update account process install ticket case update
1274,sales,record price delivery data checkout event offer targeted offer invoice promo external review payment data internal price central observed updated session discount automatic record delivery data review observed brand
1275,analytics,measure observed value experiment forecast feature cluster report platform model event cluster model critical value score team score pipeline record platform measure segment report process feature feature forecast model variance targeted score team user central feature external
1276,analytics,user model experiment experiment task report segment cluster system cluster time model daily forecast manual analysis session trend pattern feature task cluster pattern measure current platform observed external measure feature model report
1277,analytics,segment report task targeted variance primary critical query report pattern automatic score targeted system experiment measure daily message primary cluster feature model report
1278,analytics,vector measure manual report feature score query platform daily score record record report analysis regional feature variance critical data dataset dataset segment forecast
1279,security,auth task spam external external record attack task blocked domain team time system process auth external incident threat central primary session malware url domain blacklist
1280,support,error account case request update account regional central value account error install process service help critical ticket platform value data device help issue central reset ticket regional request account device ticket user primary reset service value response result ticket error reset
1281,support,primary team task record ticket reset help resolution analysis response screen resolution team response regional daily observed ticket ticket message ticket task resolution response help observed targeted response task client regional ticket error reset
1282,analytics,signal team event vector cluster signal dataset segment report primary forecast task segment trend task external model variance system signal primary current current system internal vector metric feature model report
1283,sales,basket primary internal user customer order delivery customer promo basket user record event payment offer checkout customer targeted price current checkout time product customer product discount
1284,security,current incident team threat current process value certificate login result breach token phishing breach risk firewall central record url domain blacklist
1285,security,time token message certificate process risk token data system login alert time blocked team external session automatic current message domain auth url domain blacklist
1286,support,internal account user record screen error event targeted automatic client update updated resolution primary user update install resolution issue service reset event update ticket task data install screen client problem record help resolution
1287,security,incident breach token token suspicious critical phishing platform primary certificate process phishing login suspicious data phishing platform malware critical malware auth session value task attack suspicious certificate value user certificate domain task policy daily external auth policy url domain blacklist
1288,support,message service response message install client current ticket client issue system case response message install platform service account updated issue process install issue team message targeted update reset
1289,security,auth attack value value token updated regional task certificate phishing central observed token critical spam user result firewall daily process breach spam phishing session
1290,security,value incident threat token token login login auth regional auth observed threat attack threat central breach threat internal spam system alert alert team data blocked critical system firewall session manual token critical threat updated policy result policy firewall domain domain
1291,support,service internal reset value task screen service device case error session external ticket internal resolution user service updated issue process
1292,sales,current payment regional review targeted cart campaign price event discount current campaign review delivery invoice observed targeted event basket time delivery targeted daily discount checkout delivery cart user shop payment discount external
1293,security,process regional data malware breach event login message login malware message session certificate alert task value login blocked analysis spam breach internal task user daily suspicious event token phishing firewall alert internal regional regional team event analysis
1294,sales,observed team time basket campaign checkout review task review price targeted internal primary basket external manual internal system time internal regional market cart campaign payment daily price targeted price delivery record
1295,security,manual process policy token system event observed attack time threat blocked internal primary suspicious platform result phishing incident login result automatic critical auth login alert primary current result firewall current alert blocked policy auth suspicious platform blocked token updated current daily
1296,security,critical suspicious alert regional malware login token breach regional central user system internal breach breach firewall system team spam auth value breach external suspicious targeted url domain blacklist
1297,security,breach targeted login regional alert spam user phishing system incident spam alert malware auth primary spam attack alert observed incident process system
1298,sales,customer review market event delivery campaign market manual cart brand data primary payment checkout payment price review central value customer time task critical order record external record payment daily delivery product customer
1299,sales,event observed delivery customer product user analysis record time critical cart targeted targeted promo order message payment critical product invoice updated system observed order system shop review shop review basket
1300,sales,external checkout message process regional discount basket daily checkout review central customer delivery offer cart data market customer current automatic observed updated observed delivery daily order task result data review session checkout
1301,sales,external session regional promo manual order customer current brand brand customer time central price user value process delivery targeted daily review basket user record promo brand cart customer product discount
1302,analytics,measure model updated user manual data measure metric primary dataset pattern targeted daily time record forecast time segment pipeline trend pipeline time event feature model report
1303,support,screen automatic critical daily user value user client reset client primary event client reset issue support session observed install critical process help error account error problem resolution ticket error reset
1304,security,primary certificate data targeted breach malware spam phishing threat malware blocked team user token message domain suspicious event phishing spam certificate breach spam auth attack observed internal automatic certificate suspicious time spam system process result analysis breach spam threat url domain blacklist
1305,analytics,pipeline analysis pattern experiment record segment team system report team variance trend score observed internal metric query time result observed segment segment vector regional feature score updated forecast signal result value forecast feature model report
1306,sales,analysis delivery user invoice task process targeted value primary manual observed primary task cart price review event cart record team automatic system system critical review task result observed user central market user order order targeted customer promo
1307,sales,market checkout user price automatic order process central promo shop platform review platform task payment event payment product critical customer review customer product discount
1308,support,case manual internal device install reset device regional case reset critical request install install system update resolution client device time targeted message response device account result team screen session analysis team analysis account analysis updated
1309,security,blocked targeted incident internal certificate auth phishing process result external suspicious alert user primary observed team malware spam threat certificate spam certificate alert domain suspicious data targeted breach login user data process url domain blacklist
1310,support,screen account issue service help device system session screen session device service event device service event client response help ticket error reset
1311,sales,shop price observed basket customer task payment invoice internal promo basket delivery payment promo basket discount campaign analysis observed promo record data brand task session message order
1312,security,malware attack risk user observed certificate critical regional analysis phishing team user domain user message time policy threat certificate spam session url domain blacklist
1313,sales,campaign invoice data critical discount customer basket platform campaign event product review promo checkout market external review manual team platform review basket record result promo brand invoice payment basket value campaign daily basket offer brand observed discount basket campaign invoice campaign customer product discount
1314,analytics,feature dataset data pipeline central analysis segment pattern score targeted current trend metric measure automatic observed system cluster vector targeted pattern message report forecast vector pipeline trend primary dataset pattern user score system pattern
1315,support,message system reset observed account device reset error response external analysis device daily help error problem user case platform problem team time account service analysis install help updated ticket session message manual result account platform support problem resolution reset
1316,support,record data install help team automatic updated platform case case observed value internal analysis critical response client data reset resolution event resolution update result error reset response automatic event update critical request request manual update client issue current support
1317,support,issue error help problem current error event platform help primary result issue response service support resolution task install problem resolution time help service team reset install error service message response
1318,analytics,time internal metric dataset feature internal external session report user event session vector value cluster internal measure measure data metric analysis time experiment report regional system data feature current updated metric query measure feature model report
1319,support,error case data screen session updated updated central support ticket central case updated screen account manual error screen issue event updated case record ticket error reset
1320,security,firewall risk certificate user current team auth policy alert token incident team token event certificate platform time login central domain incident threat policy policy login firewall analysis malware platform breach suspicious suspicious user policy system url domain blacklist
1321,support,time account issue error request task client external result regional account account external internal regional update update critical external event screen request analysis data data screen reset central update updated service case support service ticket support updated session
1322,analytics,system time time event model cluster feature task time vector data vector feature regional forecast signal measure signal analysis
1323,analytics,pattern daily trend user vector cluster segment session task signal model task forecast external pattern user message model process metric dataset experiment metric current trend
1324,security,incident suspicious alert login suspicious updated alert external phishing token token malware analysis targeted time token process login policy threat event risk record certificate threat observed spam login task breach attack suspicious firewall attack value domain certificate analysis automatic attack risk
1325,sales,delivery system user value checkout current current payment value team promo central price review brand updated delivery product basket record price promo promo platform internal product checkout result value offer platform customer data customer
1326,security,spam value regional task updated auth value internal threat policy auth record auth breach spam process alert message system threat manual alert incident targeted firewall token alert session automatic spam spam token alert value external critical domain message risk auth url domain blacklist
1327,support,screen time result account response case error support issue record message request client case problem service case response automatic help reset user ticket error reset
1328,analytics,pattern user pattern updated score pipeline current time value regional user cluster signal user query feature session primary updated record cluster experiment dataset signal task cluster measure primary
1329,sales,price customer time manual value updated record user shop promo process brand automatic customer internal payment data time offer campaign invoice price user time customer promo payment payment invoice offer data observed product
1330,analytics,score pipeline model model trend model manual feature targeted query user report trend cluster task targeted cluster report model manual feature model report
1331,sales,product price review time record team task cart delivery record analysis order brand market order data market checkout basket order internal price time offer invoice value brand team checkout brand customer regional cart offer cart daily observed discount message automatic
1332,analytics,user trend forecast report cluster observed critical forecast system critical forecast data variance experiment cluster value pattern query result session pipeline task session signal daily targeted signal query
1333,sales,market customer time team user shop discount promo value review product cart updated offer market campaign brand cart session basket market internal checkout market shop record market task price order order order shop process brand
1334,security,manual risk breach primary record threat suspicious phishing policy incident targeted firewall malware firewall task attack firewall policy team daily time suspicious central attack certificate
1335,sales,critical analysis user discount daily central data brand regional invoice team cart regional campaign record updated regional invoice current brand offer discount price automatic basket cart observed campaign review delivery checkout user targeted internal task value task analysis targeted automatic
1336,analytics,segment pipeline report trend value feature segment session observed updated external updated cluster event forecast primary central score external cluster updated report signal experiment session team segment data team feature model report
1337,security,targeted firewall record alert team user platform process domain firewall user value blocked result manual process risk incident risk policy primary analysis system updated value user event suspicious
1338,analytics,current team query score current variance trend event variance forecast system feature observed pipeline trend time time report experiment trend team feature forecast cluster pattern measure feature model report
1339,security,token policy domain value firewall login data result risk malware phishing token incident policy central data threat suspicious record blocked event attack updated value daily certificate policy certificate process targeted attack platform domain malware observed process updated blocked url domain blacklist
1340,support,issue request problem record help request problem response task install support device task issue session request screen service client support support task regional support record support screen device account updated account request ticket user update ticket error reset
1341,security,firewall attack risk phishing time observed phishing system result auth data observed incident spam firewall updated blocked malware alert current threat external time incident breach phishing spam event process spam value certificate user event url domain blacklist
1342,support,screen internal system case result device regional error data device primary result error system support client primary message ticket issue user
1343,support,account account request data case central service client support task case issue critical message support problem analysis response value help install response external value device problem
1344,security,risk attack threat attack malware event spam firewall message threat data auth risk user team certificate phishing record token internal time risk firewall user spam spam observed internal platform alert daily token internal token certificate phishing
1345,analytics,daily report event metric dataset critical feature data variance current forecast query signal variance segment value forecast metric feature process segment forecast dataset experiment internal forecast pattern dataset feature
1346,security,targeted daily risk data task certificate targeted attack policy suspicious threat alert incident automatic alert policy breach message phishing url domain blacklist
1347,analytics,experiment forecast metric experiment data pipeline analysis measure manual dataset signal cluster system dataset platform task task forecast pattern report cluster query metric model daily central pipeline measure
1348,support,ticket issue time service resolution device client issue help help screen message error account update resolution external record external case install issue service problem update updated case targeted request request
1349,sales,discount analysis promo delivery delivery invoice result payment basket price brand targeted delivery basket product market order user basket manual offer critical discount review promo platform product platform order discount internal shop checkout current delivery campaign market offer basket discount customer product discount
1350,support,event session client account support request error issue problem internal session central error request device device account case message targeted targeted time update
1351,sales,basket product payment task event order daily session price result internal manual order primary offer product offer user market current price central customer product discount
1352,sales,result checkout current user updated process internal delivery customer invoice targeted critical current promo customer price record analysis customer product discount
1353,security,alert certificate data central malware login suspicious daily malware blocked token token risk current certificate result token observed daily threat blocked login updated breach auth threat value time auth critical event internal alert
1354,analytics,analysis segment segment dataset metric trend variance manual central feature system feature pipeline session external signal query report value user process model analysis regional internal daily trend task updated regional time team signal process result regional segment feature model report
1355,analytics,daily score score critical experiment value measure result value result pattern critical model pattern pattern metric observed query forecast cluster event pipeline trend pattern vector critical updated daily feature result event experiment pipeline updated session report external feature model report
1356,sales,checkout primary checkout task value order time cart basket campaign record current customer critical team customer platform offer basket manual cart product regional customer review session session shop shop cart payment product time user checkout manual customer product discount
1357,security,data spam data malware value policy policy message current suspicious incident platform malware record incident malware attack token token breach phishing token risk targeted session threat spam alert malware risk login
1358,support,observed message resolution ticket user value resolution help device resolution process help help critical case ticket help session account error device central targeted updated primary reset support resolution reset screen current process account targeted
1359,analytics,task experiment team daily data measure feature report signal regional variance pipeline dataset team forecast pattern team score value daily forecast task signal external message dataset platform experiment regional metric task internal data external team query query signal
1360,sales,manual session campaign team regional updated internal offer cart session product customer delivery targeted campaign price event campaign shop
1361,support,targeted ticket user account observed manual account critical service updated reset account critical help support support task regional client external ticket central help error request system device reset client ticket task client error request device critical platform
1362,analytics,dataset pipeline regional session daily observed pipeline team segment critical record trend report targeted segment pipeline segment central trend targeted time value forecast feature automatic
1363,sales,brand delivery review task offer payment session campaign product product brand time product analysis value review targeted process message event
1364,support,external platform time update error reset time support response record system support problem case error message client session account service reset resolution reset time reset account response
1365,sales,customer campaign delivery critical process market delivery process manual brand market market delivery product daily team product user product cart offer updated delivery delivery
1366,support,problem case update data task device ticket service external request service install service manual resolution client help response event targeted problem system platform help response support
1367,support,analysis device platform response device central screen message screen ticket problem request client update account record user update ticket ticket data value regional
1368,security,risk result system phishing attack process attack data data user regional firewall phishing spam token spam suspicious policy attack phishing time phishing system attack attack analysis blocked regional threat suspicious token policy blocked spam firewall
1369,support,case install user error time service account system resolution message case problem issue install support update system value ticket error reset
1370,analytics,dataset task message vector manual pipeline current analysis signal query feature segment segment trend analysis pipeline forecast current automatic experiment automatic daily variance measure signal query updated report experiment model feature segment trend measure experiment updated cluster analysis
1371,support,request error team problem team issue error regional user resolution response system task install critical platform service client request process case internal process message targeted time resolution
1372,sales,system system shop event cart delivery manual critical user offer market product platform review invoice checkout value review delivery offer result manual order brand delivery customer product discount
1373,support,issue ticket screen problem system task ticket update support data issue result record request install record updated external resolution ticket error reset
1374,security,alert alert firewall analysis certificate auth incident message token current result result risk task breach domain firewall alert analysis regional analysis result spam certificate certificate breach value
1375,security,alert threat record spam targeted token domain certificate process spam result malware central analysis incident regional platform manual attack spam process time central data malware malware manual login domain value suspicious session team threat external targeted breach data system
1376,security,threat token breach result suspicious session primary login incident automatic domain malware attack spam threat daily targeted task message phishing message login blocked malware event alert token url domain blacklist
1377,security,token firewall team session time malware analysis attack phishing task spam process external policy firewall message certificate incident auth suspicious spam certificate primary login policy policy malware threat policy attack login analysis user record alert breach regional spam url domain blacklist
1378,support,issue problem critical reset issue resolution install current device screen daily account message device resolution help ticket resolution daily ticket error reset
1379,sales,basket team price updated user checkout checkout observed customer task delivery primary product checkout checkout review critical observed invoice event payment discount brand order event brand customer delivery offer invoice offer payment current task checkout analysis customer discount checkout process customer product discount
1380,support,session service manual service analysis current system support record support process reset internal error problem reset service help current service regional service service external request ticket error reset
1381,support,reset current client error install error team user event help event screen updated resolution error device device install team event account client case resolution case update reset update
1382,security,login regional login central central phishing task internal team primary threat system primary phishing process attack domain session team user
1383,sales,invoice analysis review event result basket product market promo basket product cart market payment offer internal shop brand user regional product market manual promo order automatic shop external offer product order cart system customer record task shop promo shop team targeted
1384,security,certificate time result auth spam automatic breach result user targeted auth analysis policy malware observed value policy task login manual suspicious malware result daily critical team suspicious threat suspicious team automatic policy risk phishing risk certificate token alert url domain blacklist
1385,support,analysis value device value user primary external screen event help analysis manual install message reset issue issue team service process reset case case update updated service current ticket error reset
1386,sales,checkout data task price cart promo observed platform customer promo event task value internal campaign invoice task product review price message cart
1387,security,data alert breach firewall alert login suspicious current certificate breach policy incident time login observed attack critical result login alert suspicious spam attack policy session task alert domain critical alert daily incident blocked process data firewall process regional url domain blacklist
1388,security,incident alert message blocked login data risk result system breach team updated platform attack suspicious data current analysis certificate event firewall auth token policy session incident internal suspicious
1389,sales,daily user review promo customer discount result discount customer price brand brand checkout team product offer targeted invoice platform automatic discount shop market platform process cart promo event review user basket team value market cart customer product discount
1390,analytics,query value external platform cluster internal trend report measure message observed regional dataset task internal system report forecast signal signal metric analysis event cluster model query time variance feature model forecast score
1391,support,reset resolution external team error reset error resolution install task user request issue account team user system event central install client team event ticket error reset
1392,security,platform login breach phishing critical malware targeted alert system blocked alert token login phishing alert auth alert process regional auth alert login malware value certificate malware phishing daily manual spam breach certificate
